"jugador","equipo","equipo_durante_el_periodo_seleccionado","posicion_especifica","edad","valor_de_mercado_transfermarkt","vencimiento_contrato","partidos_jugados","minutos","goles","x_g","asistencias","x_a","duelos_90","duelos_ganados_percent","pais_de_nacimiento","pasaporte","pie","altura","peso","en_prestamo","acciones_defensivas_realizadas_90","duelos_defensivos_90","duelos_defensivos_ganados_percent","duelos_aereos_en_los_90_25","duelos_aereos_ganados_percent","entradas_90","posesion_conquistada_despues_de_una_entrada","tiros_interceptados_90","interceptaciones_90","posesion_conquistada_despues_de_una_interceptacion","faltas_90","tarjetas_amarillas","tarjetas_amarillas_90","tarjetas_rojas","tarjetas_rojas_90","acciones_de_ataque_exitosas_90","goles_90","goles_excepto_los_penaltis","goles_excepto_los_penaltis_90","x_g_90","goles_de_cabeza","goles_de_cabeza_90","remates","remates_90","tiros_a_la_porteria_percent","goles_hechos_percent","asistencias_90_48","centros_90","precision_centros_percent","centros_desde_la_banda_izquierda_90","precision_centros_desde_la_banda_izquierda_percent","centros_desde_la_banda_derecha_90","precision_centros_desde_la_banda_derecha_percent","centros_al_area_pequena_90","regates_90","regates_realizados_percent","duelos_atacantes_90","duelos_atacantes_ganados_percent","toques_en_el_area_de_penalti_90","carreras_en_progresion_90","aceleraciones_90","pases_recibidos_90","pases_largos_recibidos_90","faltas_recibidas_90","pases_90","precision_pases_percent","pases_hacia_adelante_90","precision_pases_hacia_adelante_percent","pases_hacia_atras_90","precision_pases_hacia_atras_percent","pases_laterales_90","precision_pases_laterales_percent","pases_cortos_medios_90","precision_pases_cortos_medios_percent","pases_largos_90","precision_pases_largos_percent","longitud_media_pases_m","longitud_media_pases_largos_m","x_a_90","second_assists_90","third_assists_90","desmarques_90","precision_desmarques_percent","jugadas_claves_90","pases_en_el_ultimo_tercio_90","precision_pases_en_el_ultimo_tercio_percent","pases_al_area_de_penalti_90","pases_hacia_el_area_pequena_percent","pases_en_profundidad_90","precision_pases_en_profundidad_percent","ataque_en_profundidad_90","centros_desde_el_ultimo_tercio_90","pases_progresivos_90","precision_pases_progresivos_percent","goles_recibidos","goles_recibidos_90","remates_en_contra","remates_en_contra_90","porterias_imbatidas_en_los_90","paradas_percent","x_g_en_contra","x_g_en_contra_90","goles_evitados","goles_evitados_90","pases_hacia_atras_recibidos_del_arquero_90","salidas_90","tiros_libres_90","tiros_libres_directos_90","tiros_libres_directos_percent","corneres_90","penaltis_a_favor","penaltis_realizados_percent","Country","Code","logo_team","categoria","archivo_png"
"I. Rossi","Defensores de Belgrano","Defensores de Belgrano","RW",22,0,NA,6,120,0,0.06,0,0.07,NA,NA,"Argentina","Argentina","unknown",0,0,"no",NA,NA,NA,NA,NA,NA,1.58,NA,NA,9.47,NA,0,NA,0,NA,NA,NA,0,NA,NA,0,NA,2,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.88,24.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Argentina","DEF","ARG_DEF","Extremos",NA
"G. Pugliese","Defensores de Belgrano","Defensores de Belgrano","RW",27,0,NA,9,122,0,0.08,0,0,NA,NA,"Argentina","Argentina","unknown",166,62,"no",NA,NA,NA,NA,NA,NA,0,NA,NA,5.29,NA,0,NA,0,NA,NA,NA,0,NA,NA,0,NA,2,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.9,8.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Argentina","DEF","ARG_DEF","Extremos",NA
"J. Maza","San Telmo","San Telmo","LWF",26,0,"2024-12-31",6,124,0,0.04,0,0.13,NA,NA,"Argentina","Argentina","derecho",174,72,"si",NA,NA,NA,NA,NA,NA,1.76,NA,NA,5.29,NA,1,NA,0,NA,NA,NA,0,NA,NA,0,NA,3,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.27,14.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Argentina","STE","ARG_STE","Extremos",NA
"J. Torres","Club Atlético Mitre","Club Atlético Mitre","CF",29,0,NA,5,124,0,0,0,0.23,NA,NA,"Argentina","Argentina","derecho",184,78,"no",NA,NA,NA,NA,NA,NA,0,NA,NA,1.2,NA,1,NA,0,NA,NA,NA,0,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.35,19.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Argentina","MIT","ARG_MIT","Delanteros",NA
"D. Magno","Central Norte","Central Norte","CF",40,0,NA,7,128,0,0.01,0,0,NA,NA,"Argentina","Argentina","izquierdo",175,0,"no",NA,NA,NA,NA,NA,NA,2.22,NA,NA,1.11,NA,0,NA,0,NA,NA,NA,0,NA,NA,0,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.7,8.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Argentina","CEN","ARG_CEN","Delanteros",NA
"G. Puntano","Gimnasia Jujuy","Gimnasia Jujuy","CF",20,0,NA,7,130,0,0.15,0,0,NA,NA,"Argentina","Argentina",NA,0,0,"no",NA,NA,NA,NA,NA,NA,0,NA,NA,3.6,NA,1,NA,0,NA,NA,NA,0,NA,NA,0,NA,3,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Argentina","GIJ","ARG_GIJ","Delanteros",NA
"A. Aquino","Chaco For Ever","Chaco For Ever","CF",23,0,NA,3,132,0,0,0,0,NA,NA,"Argentina","Argentina",NA,0,0,"no",NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,NA,0,NA,NA,NA,0,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.22,9.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Argentina","CFO","ARG_CFO","Delanteros",NA
"G. Fernández","Nueva Chicago","Nueva Chicago","LAMF",23,0,NA,5,133,0,0.03,0,0.12,NA,NA,"Argentina","Argentina",NA,0,0,"no",NA,NA,NA,NA,NA,NA,2.5,NA,NA,3.75,NA,4,NA,0,NA,NA,NA,0,NA,NA,0,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.43,9.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Argentina","NUC","ARG_NUC","Mediocampo_Ofensivo",NA
"G. Álvez","Central Norte","Central Norte","LW",21,250000,"2026-12-31",4,133,0,0.02,0,0.41,NA,NA,"Argentina","Argentina","derecho",169,66,"si",NA,NA,NA,NA,NA,NA,1.07,NA,NA,5.36,NA,0,NA,0,NA,NA,NA,0,NA,NA,0,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.04,25.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Argentina","CEN","ARG_CEN","Extremos",NA
"M. Rodríguez","Chacarita Juniors","Chacarita Juniors","LW",32,125000,NA,2,136,0,1.32,0,0.09,NA,NA,"Argentina","Argentina","derecho",175,71,"no",NA,NA,NA,NA,NA,NA,1.36,NA,NA,5.45,NA,0,NA,0,NA,NA,NA,0,NA,NA,0,NA,7,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.38,36.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,"Argentina","CHA","ARG_CHA","Extremos",NA
"W. Acuña","Estudiantes Río Cuarto","Estudiantes Río Cuarto","CF",32,2e+05,"2025-12-31",4,141,0,0.92,0,0.02,NA,NA,"Argentina","Argentina","derecho",177,70,"no",NA,NA,NA,NA,NA,NA,0,NA,NA,2.22,NA,0,NA,0,NA,NA,NA,0,NA,NA,0,NA,4,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.41,20.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,"Argentina","AAE","ARG_AAE","Delanteros",NA
"L. Perez","Chaco For Ever","Chaco For Ever","RB",27,0,"2025-12-31",3,142,1,0.1,0,0,NA,NA,"Argentina","Argentina","derecho",173,0,"no",NA,NA,NA,NA,NA,NA,1.88,NA,NA,6.56,NA,0,NA,0,NA,NA,NA,1,NA,NA,0,NA,2,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.03,41.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Argentina","CFO","ARG_CFO","Defensas",NA
"A. Alfonso","Chaco For Ever","Chaco For Ever","CF",20,0,NA,5,143,0,0.72,0,0.24,NA,NA,"Paraguay","Paraguay","unknown",0,0,"no",NA,NA,NA,NA,NA,NA,0,NA,NA,3.21,NA,1,NA,0,NA,NA,NA,0,NA,NA,0,NA,6,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.64,6.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Argentina","CFO","ARG_CFO","Delanteros",NA
"J. Domke","Chacarita Juniors","Chacarita Juniors","LCMF",22,25000,"2025-12-31",6,146,0,0.05,0,0,NA,NA,"Argentina","Argentina",NA,0,0,"no",NA,NA,NA,NA,NA,NA,6,NA,NA,6,NA,1,NA,0,NA,NA,NA,0,NA,NA,0,NA,2,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.85,25.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Argentina","CHA","ARG_CHA","Mediocampo",NA
"H. Paniagua","Gimnasia Mendoza","Gimnasia Mendoza","LB",23,0,"2025-12-31",3,147,0,0,0,0.05,NA,NA,"Argentina","Argentina","unknown",0,0,"no",NA,NA,NA,NA,NA,NA,0,NA,NA,9.17,NA,0,NA,0,NA,NA,NA,0,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.54,25.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Argentina","GIM","ARG_GIM","Defensas","DEFENSAS_GIMNASIA_MENDOZA_H_PANIAGUA.png"
"R. Melo","Estudiantes Caseros","Estudiantes Caseros","RCMF",29,4e+05,"2025-12-31",2,149,0,0,0,0.11,NA,NA,"Argentina","Argentina","derecho",185,82,"no",NA,NA,NA,NA,NA,NA,0,NA,NA,7.06,NA,1,NA,0,NA,NA,NA,0,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.99,39.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Argentina","EST","ARG_EST","Mediocampo",NA
"R. Costa","Chacarita Juniors","Chacarita Juniors","CF",32,2e+05,NA,4,151,0,0.06,0,0.19,NA,NA,"Argentina","Argentina, Italy","izquierdo",191,88,"no",NA,NA,NA,NA,NA,NA,0.88,NA,NA,5.29,NA,0,NA,0,NA,NA,NA,0,NA,NA,0,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.11,8.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Argentina","CHA","ARG_CHA","Delanteros",NA
"R. Rúmbolo","Defensores de Belgrano","Defensores de Belgrano","RCMF",21,25000,"2025-12-31",6,152,0,0.01,0,0,NA,NA,"Argentina","Argentina","derecho",173,68,"no",NA,NA,NA,NA,NA,NA,0,NA,NA,9.13,NA,0,NA,0,NA,NA,NA,0,NA,NA,0,NA,2,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.55,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Argentina","DEF","ARG_DEF","Mediocampo",NA
"J. Fleita","Chaco For Ever","Chaco For Ever","LCB",30,0,"2025-12-31",2,153,0,0,0,0,NA,NA,"Argentina","Argentina","derecho",180,70,"no",NA,NA,NA,NA,NA,NA,0,NA,NA,2.93,NA,0,NA,0,NA,NA,NA,0,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.29,39.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Argentina","CFO","ARG_CFO","Defensas",NA
"R. Fergonzi","Deportivo Morón","Deportivo Morón","CF",36,125000,NA,5,156,0,0,0,0.19,NA,NA,"Argentina","Argentina","derecho",179,77,"no",NA,NA,NA,NA,NA,NA,0.97,NA,NA,1.94,NA,0,NA,0,NA,NA,NA,0,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.61,19.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Argentina","DMO","ARG_DMO","Delanteros",NA
"R. Pittavino","Almirante Brown","Almirante Brown","RW",21,0,"2024-12-31",5,164,0,0.29,1,0.47,NA,NA,"Argentina","Argentina","derecho",0,0,"no",NA,NA,NA,NA,NA,NA,1.76,NA,NA,1.76,NA,2,NA,0,NA,NA,NA,0,NA,NA,0,NA,4,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.42,14.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Argentina","ALM","ARG_ALM","Extremos",NA
"N. Genés Rodas","Central Norte","Central Norte","CF",23,0,NA,3,165,0,0.87,0,0.17,NA,NA,"Argentina","Argentina",NA,0,0,"no",NA,NA,NA,NA,NA,NA,2.09,NA,NA,3.49,NA,1,NA,0,NA,NA,NA,0,NA,NA,0,NA,4,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.27,22.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Argentina","CEN","ARG_CEN","Delanteros",NA
"L. Kruspzky","Chaco For Ever","Chaco For Ever","LB",32,75000,"2024-12-31",2,172,0,0.05,0,0.02,NA,NA,"Argentina","Argentina, Poland","izquierdo",177,71,"no",NA,NA,NA,NA,NA,NA,0,NA,NA,10.31,NA,0,NA,0,NA,NA,NA,0,NA,NA,0,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.05,31.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Argentina","CFO","ARG_CFO","Defensas",NA
"E. Mac Eachen","Almirante Brown","Almirante Brown","LCB",32,25000,NA,2,177,0,0,0,0,NA,NA,"Uruguay","Uruguay, Italy","izquierdo",184,78,"si",NA,NA,NA,NA,NA,NA,0,NA,NA,7.3,NA,1,NA,0,NA,NA,NA,0,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.67,33.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Argentina","ALM","ARG_ALM","Defensas",NA
"L. Pedraza","Defensores Unidos","Defensores Unidos","RAMF",21,0,NA,5,186,0,0.07,0,0.01,NA,NA,"Argentina","Argentina",NA,0,0,"no",NA,NA,NA,NA,NA,NA,1.43,NA,NA,2.14,NA,1,NA,0,NA,NA,NA,0,NA,NA,0,NA,3,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.85,24.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Argentina","DEU","ARG_DEU","Mediocampo_Ofensivo",NA
"D. Ledesma","Central Norte","Central Norte","CF",32,0,NA,5,187,1,0.07,0,0.17,NA,NA,"Argentina","Argentina","derecho",183,81,"no",NA,NA,NA,NA,NA,NA,1.67,NA,NA,2.5,NA,1,NA,0,NA,NA,NA,1,NA,NA,1,NA,2,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.82,12.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Argentina","CEN","ARG_CEN","Delanteros",NA
"E. Acosta","Estudiantes Caseros","Estudiantes Caseros","LW",28,375000,NA,3,189,1,0.34,0,0,NA,NA,"Argentina","Argentina","izquierdo",182,74,"no",NA,NA,NA,NA,NA,NA,0,NA,NA,2.2,NA,0,NA,0,NA,NA,NA,1,NA,NA,0,NA,3,NA,NA,33.333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.61,26.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Argentina","EST","ARG_EST","Extremos",NA
"L. Vella","Almirante Brown","Almirante Brown","LW",27,25000,"2024-12-31",6,193,0,0.21,0,0.47,NA,NA,"Argentina","Argentina","derecho",176,67,"no",NA,NA,NA,NA,NA,NA,0,NA,NA,0.81,NA,1,NA,0,NA,NA,NA,0,NA,NA,0,NA,4,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.08,31.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Argentina","ALM","ARG_ALM","Extremos",NA
"M. Pagliaricci","Estudiantes Río Cuarto","Estudiantes Río Cuarto","LCB",24,0,NA,4,193,0,0,0,0,NA,NA,"Argentina","Argentina",NA,0,0,"no",NA,NA,NA,NA,NA,NA,0,NA,NA,7.78,NA,0,NA,0,NA,NA,NA,0,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.63,39.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Argentina","AAE","ARG_AAE","Defensas",NA
"N. Alegre Rojas","Almirante Brown","Almirante Brown","LCB",NA,0,NA,2,194,0,0.44,0,0,NA,NA,NA,NA,NA,0,0,"no",NA,NA,NA,NA,NA,NA,0.75,NA,NA,7.5,NA,0,NA,0,NA,NA,NA,0,NA,NA,0,NA,2,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.47,36.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Argentina","ALM","ARG_ALM","Defensas",NA
"J. Enrico","San Telmo","San Telmo","GK",23,0,NA,2,196,0,0,0,0,NA,NA,"Argentina","Argentina","derecho",190,85,"no",NA,NA,NA,NA,NA,NA,0,NA,NA,2.73,NA,0,NA,0,NA,NA,NA,0,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.39,50.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,NA,1,50,0.38,NA,-0.62,NA,NA,NA,NA,NA,NA,NA,0,0,"Argentina","STE","ARG_STE","Arqueros",NA
"F. Fernández","Defensores Unidos","Defensores Unidos","LAMF",21,0,"2025-12-31",7,199,0,0.11,0,0.32,NA,NA,"Argentina","Argentina","unknown",0,0,"no",NA,NA,NA,NA,NA,NA,0.75,NA,NA,3,NA,1,NA,0,NA,NA,NA,0,NA,NA,0,NA,4,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.59,19.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Argentina","DEU","ARG_DEU","Mediocampo_Ofensivo",NA
"F. Aguirre","San Telmo","San Telmo","LAMF",25,0,"2026-12-31",6,201,1,0.45,0,0.07,NA,NA,"Argentina","Argentina","derecho",175,66,"no",NA,NA,NA,NA,NA,NA,0,NA,NA,5.29,NA,0,NA,0,NA,NA,NA,1,NA,NA,0,NA,2,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.5,8.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Argentina","STE","ARG_STE","Mediocampo_Ofensivo",NA
