"jugador","equipo","equipo_durante_el_periodo_seleccionado","posicion_especifica","edad","valor_de_mercado_transfermarkt","vencimiento_contrato","partidos_jugados","minutos","goles","x_g","asistencias","x_a","duelos_90","duelos_ganados_percent","pais_de_nacimiento","pasaporte","pie","altura","peso","en_prestamo","acciones_defensivas_realizadas_90","duelos_defensivos_90","duelos_defensivos_ganados_percent","duelos_aereos_en_los_90","duelos_aereos_ganados_percent","entradas_90","posesion_conquistada_despues_de_una_entrada","tiros_interceptados_90","interceptaciones_90","posesion_conquistada_despues_de_una_interceptacion","faltas_90","tarjetas_amarillas","tarjetas_amarillas_90","tarjetas_rojas","tarjetas_rojas_90","acciones_de_ataque_exitosas_90","goles_90","goles_excepto_los_penaltis","goles_excepto_los_penaltis_90","x_g_90","goles_de_cabeza","goles_de_cabeza_90","remates","remates_90","tiros_a_la_porteria_percent","goles_hechos_percent","centros_90","precision_centros_percent","centros_desde_la_banda_izquierda_90","precision_centros_desde_la_banda_izquierda_percent","centros_desde_la_banda_derecha_90","precision_centros_desde_la_banda_derecha_percent","centros_al_area_pequena_90","regates_90","regates_realizados_percent","duelos_atacantes_90","duelos_atacantes_ganados_percent","toques_en_el_area_de_penalti_90","carreras_en_progresion_90","aceleraciones_90","pases_recibidos_90","pases_largos_recibidos_90","faltas_recibidas_90","pases_90","precision_pases_percent","pases_hacia_adelante_90","precision_pases_hacia_adelante_percent","pases_hacia_atras_90","precision_pases_hacia_atras_percent","pases_laterales_90","precision_pases_laterales_percent","pases_cortos_medios_90","precision_pases_cortos_medios_percent","pases_largos_90","precision_pases_largos_percent","longitud_media_pases_m","longitud_media_pases_largos_m","x_a_90","asistencias_90","second_assists_90","third_assists_90","desmarques_90","precision_desmarques_percent","jugadas_claves_90","pases_en_el_ultimo_tercio_90","precision_pases_en_el_ultimo_tercio_percent","pases_al_area_de_penalti_90","pases_hacia_el_area_pequena_percent","pases_en_profundidad_90","precision_pases_en_profundidad_percent","ataque_en_profundidad_90","centros_desde_el_ultimo_tercio_90","pases_progresivos_90","precision_pases_progresivos_percent","goles_recibidos","goles_recibidos_90","remates_en_contra","remates_en_contra_90","porterias_imbatidas_en_los_90","paradas_percent","x_g_en_contra","x_g_en_contra_90","goles_evitados","goles_evitados_90","pases_hacia_atras_recibidos_del_arquero_90","salidas_90","tiros_libres_90","tiros_libres_directos_90","tiros_libres_directos_percent","corneres_90","penaltis_a_favor","penaltis_realizados_percent","Country","Code","logo_team","categoria","archivo_png.x","archivo_png.y","archivo_png"
"J. Parra","Alianza","Alianza","LAMF",20,0,NA,5,120,1,0.4,0,0,18,37.5,"Colombia","Colombia","derecho",0,0,"no",4.5,5.25,42.86,1.5,50,0.75,1.88,0,1.5,3.75,4.5,3,2.25,0,0,2.25,0.75,1,0.75,0.3,0,0,2,1.5,100,50,3.75,0,3.75,0,0,0,0,0.75,100,8.25,36.36,2.25,0.75,0.75,12,1.5,1.5,22.5,56.67,8.25,63.64,3.75,80,7.5,40,15.75,76.19,3,25,19.24,19.8,0,0.75,0,0,0,0,0,3.75,80,2.25,0,0.75,0,0,0,3,75,0,NA,0,NA,0,0,0,0,NA,NA,0,NA,0,0,0,0,0,0,"Colombia","ALV","COL_ALV","Mediocampo_Ofensivo","MEDIOCAMPO_OFENSIVO_ALIANZA_J_PARRA.png","MEDIOCAMPO_OFENSIVO_ALIANZA_J_PARRA.png","MEDIOCAMPO_OFENSIVO_ALIANZA_J_PARRA.png"
"L. Gómez","Envigado","Envigado","LDMF",21,0,NA,4,128,0,0,0,0,16.88,45.83,"Colombia","Colombia","izquierdo",185,74,"no",7.03,5.63,50,2.81,50,0,0,0,4.22,8.57,1.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.41,0,6.33,33.33,0,0.7,0,15.47,0,2.11,23.91,85.29,7.03,60,4.22,100,9.84,100,23.2,87.88,0.7,0,15.05,8.15,0,0,0,0,0,0,0,2.81,75,0,0,0,0,0.7,0,2.11,33.33,0,NA,0,NA,0,0,0,0,NA,NA,0,NA,0,0,0,0,0,0,"Colombia","ENV","COL_ENV","Mediocampo_Defensivo",NA,NA,NA
"J. Díaz","Fortaleza","Fortaleza","LAMF",25,250000,NA,4,131,0,0.01,0,0.16,13.74,55,"Colombia","Colombia","derecho",178,70,"no",5.5,4.81,57.14,3.44,40,0,0,0,2.75,5.45,0.69,0,0,0,0,0.69,0,0,0,0.01,0,0,3,2.06,0,0,1.37,50,1.37,50,0,0,0,0,0,3.44,60,0.69,0.69,0,21.3,0.69,0.69,33.66,81.63,9.62,57.14,8.93,84.62,7.56,100,30.92,84.44,1.37,50,16.82,19.58,0.11,1.37,0,0,0,0,0,6.87,70,2.75,50,0,0,0.69,0.69,5.5,62.5,0,NA,0,NA,0,0,0,0,NA,NA,0,NA,0.69,0,0,0,0,0,"Colombia","FOZ","COL_FOZ","Mediocampo_Ofensivo",NA,NA,NA
"J. Negrete","Boyacá Chicó","Boyacá Chicó","RDMF",NA,0,NA,5,132,0,0,0,0.02,16.36,50,"Colombia","Colombia",NA,0,0,"no",10.23,4.77,71.43,1.36,50,0,0,0,6.82,9.68,0,0,0,0,0,1.36,0,0,0,0,0,0,1,0.68,0,0,0,0,0,0,0,0,0,2.73,50,8.18,33.33,0.68,3.41,0,28.64,1.36,2.05,38.18,80.36,10.91,43.75,6.14,100,12.95,94.74,34.77,82.35,3.41,60,19.8,19.77,0.01,0.68,0,0,0,0,0,3.41,60,0.68,100,0,0,0,0,6.14,33.33,0,NA,0,NA,0,0,0,0,NA,NA,0,NA,0,0,0,0,0,0,"Colombia","BYC","COL_BYC","Mediocampo_Defensivo",NA,NA,NA
"T. Salazar","Águilas Doradas","Águilas Doradas","AMF",25,50000,NA,9,132,0,0,0,0,12.95,47.37,"Colombia","Colombia","derecho",180,67,"no",8.86,6.82,50,1.36,50,2.73,4.62,0,2.73,4.62,3.41,2,1.36,0,0,0.68,0,0,0,0,0,0,0,0,0,0,1.36,50,0,0,1.36,50,0.68,0,0,2.05,33.33,2.05,0.68,0,25.23,0.68,0.68,30,86.36,4.09,50,6.82,100,13.64,85,27.27,87.5,1.36,100,13.05,9.99,0,0,0,0,0,0,0,0.68,100,2.05,33.33,0,0,0,0.68,2.73,75,0,NA,0,NA,0,0,0,0,NA,NA,0,NA,1.36,0,0,0,0,0,"Colombia","AGD","COL_AGD","Mediocampo_Ofensivo",NA,NA,NA
"Y. García","La Equidad","La Equidad","RW",NA,0,NA,2,137,0,0.01,0,0,15.77,45.83,"Colombia","Colombia",NA,0,0,"no",3.94,5.91,66.67,1.97,0,0,0,0,0,0,1.31,1,0.66,0,0,1.97,0,0,0,0.01,0,0,1,0.66,0,0,0.66,0,0,0,0.66,0,0,3.94,50,5.91,55.56,1.31,0,0,18.39,3.28,1.97,17.08,84.62,1.31,100,4.6,71.43,3.94,66.67,15.77,91.67,0.66,0,10.78,4.2,0,0.66,0,0,0,0,0,0,0,0.66,100,0,0,0,0,1.31,50,0,NA,0,NA,0,0,0,0,NA,NA,0,NA,0,0,0,0,0,0,"Colombia","EQU","COL_EQU","Extremos",NA,NA,NA
"M. Puerta","Águilas Doradas","Águilas Doradas","RB",28,8e+05,"2026-12-31",2,137,0,0,0,0,17.74,48.15,"Colombia","Colombia","derecho",172,72,"no",7.88,7.88,66.67,3.28,20,0,0,0,2.63,4.14,2.63,0,0,1,0.66,0,0,0,0,0,0,0,0,0,0,0,1.97,0,0,0,1.97,0,0.66,0.66,0,1.97,33.33,0.66,0,0,22.99,2.63,0.66,27.59,76.19,6.57,50,4.6,100,8.54,69.23,23.65,86.11,1.97,33.33,15.84,9.35,0,0,0,0,0,0,0,3.28,60,0.66,0,0,0,0,0.66,4.6,42.86,0,NA,0,NA,0,0,0,0,NA,NA,0,NA,0,0,0,0,0,0,"Colombia","AGD","COL_AGD","Defensas",NA,NA,NA
"J. Osorio Cabrales","Alianza","Alianza","CF",18,0,NA,4,137,0,0.46,0,0,7.23,18.18,"Colombia","Colombia",NA,0,0,"no",2.63,0.66,0,1.97,66.67,0.66,1.11,0,1.97,3.33,0.66,0,0,0,0,0,0,0,0,0.3,0,0,2,1.31,0,0,0,0,0,0,0,0,0,0.66,0,3.28,0,1.97,0,0,7.23,1.97,0.66,11.82,77.78,0.66,100,5.26,75,4.6,85.71,11.17,76.47,0.66,100,19.15,12.28,0,0,0.66,0,0,0,0,1.31,100,0,0,0,0,0,0,0.66,100,0,NA,0,NA,0,0,0,0,NA,NA,0,NA,0,0,0,0,0,0,"Colombia","ALV","COL_ALV","Delanteros","DELANTEROS_ALIANZA_J_OSORIO_CABRALES.png","DELANTEROS_ALIANZA_J_OSORIO_CABRALES.png","DELANTEROS_ALIANZA_J_OSORIO_CABRALES.png"
"J. Romaña","Santa Fe","Santa Fe","GK",21,0,NA,2,147,0,0,0,0,0,0,"Colombia","Colombia",NA,0,0,"no",1.84,0,0,0,0,0,0,0,1.84,2.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.9,0.61,0,9.8,81.25,5.51,66.67,0,0,3.67,100,5.51,100,4.29,57.14,46.26,58.79,0,0,0,0,0,0,0,1.84,0,0.61,0,0.61,0,0,0,2.45,100,8,4.9,14,8.57,0,42.86,3.2,1.96,-4.8,-2.939,0,0.61,NA,NA,NA,0,0,0,"Colombia","STF","COL_STF","Arqueros",NA,NA,NA
"M. Arteaga","Once Caldas","Once Caldas","AMF",26,2e+05,"2025-06-30",4,148,0,0.15,0,0.2,19.46,50,"Colombia","Colombia","derecho",167,0,"no",7.3,6.08,50,1.22,50,0.61,1,0,3.65,6,0.61,1,0.61,0,0,3.04,0,0,0,0.09,0,0,1,0.61,100,0,1.82,33.33,1.22,50,0.61,0,0,3.65,50,9.73,43.75,2.43,1.82,0,29.19,0.61,1.82,41.35,80.88,16.42,70.37,3.65,100,13.38,86.36,37.09,86.89,2.43,25,16.72,19.12,0.12,1.82,0,0,0.61,0,0,8.51,85.71,4.86,37.5,0.61,0,2.43,0.61,4.26,100,0,NA,0,NA,0,0,0,0,NA,NA,0,NA,0,0,0,2.43,0,0,"Colombia","ONC","COL_ONC","Mediocampo_Ofensivo",NA,NA,NA
"T. Soto","Envigado","Envigado","LAMF",20,0,NA,5,149,0,0.1,0,0.03,11.48,42.11,"Colombia","Colombia","unknown",178,68,"no",3.62,4.23,57.14,1.81,0,0,0,0,1.21,2.73,0.6,0,0,0,0,0.6,0,0,0,0.06,0,0,2,1.21,0,0,1.21,50,0,0,0.6,0,0,0.6,0,2.42,50,0,1.81,0,18.72,1.21,1.21,22.95,94.74,9.06,100,2.42,100,7.25,100,21.14,97.14,0.6,100,10.65,10.18,0.02,0.6,0,0,0,0,0,6.04,100,0.6,100,0,0,0,0.6,3.02,100,0,NA,0,NA,0,0,0,0,NA,NA,0,NA,0,0,0,3.02,0,0,"Colombia","ENV","COL_ENV","Mediocampo_Ofensivo",NA,NA,NA
"J. Fuentes","Tolima","Tolima","CF",20,0,NA,5,150,1,0.1,0,0,22.8,36.84,"Colombia","Colombia","unknown",0,0,"no",3.6,4.8,25,5.4,22.22,0,0,0,2.4,4.8,3.6,0,0,0,0,3,0.6,1,0.6,0.06,0,0,4,2.4,25,25,0.6,100,0,0,0.6,100,0,3,60,9,53.33,3,1.2,0,11.4,0.6,3.6,17.4,79.31,2.4,25,8.4,85.71,1.8,100,16.8,78.57,0,0,17.64,0,0,0,0,0,0.6,0,0,1.2,50,1.2,50,0.6,0,0,0.6,0.6,100,0,NA,0,NA,0,0,0,0,NA,NA,1.2,NA,0,0,0,0,0,0,"Colombia","TOL","COL_TOL","Delanteros",NA,NA,NA
"A. Valencia","Boyacá Chicó","Boyacá Chicó","LB",22,0,"2026-09-15",2,153,0,0,0,0,18.82,46.88,"Colombia","Colombia","unknown",0,0,"no",10.59,5.88,60,2.94,60,0,0,0,7.06,7.5,1.18,0,0,0,0,0.59,0,0,0,0,0,0,0,0,0,0,2.94,0,2.94,0,0,0,0,1.76,33.33,7.06,41.67,0.59,0,0,17.65,1.76,0,31.18,60.38,12.94,54.55,6.47,81.82,7.65,61.54,24.71,73.81,3.53,16.67,17.22,31.4,0,0,0,0,0,0,0,4.12,42.86,2.35,0,0,0,0,0,5.88,50,0,NA,0,NA,0,0,0,0,NA,NA,0,NA,0,0,0,0,0,0,"Colombia","BYC","COL_BYC","Defensas",NA,NA,NA
"B. Sánchez","Deportivo Pasto","Deportivo Pasto","LCMF",22,150000,NA,3,153,0,0,0,0,15.29,38.46,"Colombia","Colombia",NA,0,0,"no",7.06,9.41,37.5,0.59,0,0.59,0.58,0,2.94,2.88,2.94,2,1.18,1,0.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.76,33.33,0,0.59,0,8.82,0,0.59,15.88,77.78,5.29,55.56,3.53,100,3.53,100,13.53,86.96,2.35,25,21.98,12.37,0,0,0,0,0,0,0,2.35,75,0.59,100,0.59,0,0.59,0,4.71,50,0,NA,0,NA,0,0,0,0,NA,NA,0,NA,0,0,0,0,0,0,"Colombia","PAS","COL_PAS","Mediocampo",NA,NA,NA
"J. Ramírez","Millonarios","Millonarios","AMF",23,0,"2027-06-30",3,154,0,0.03,0,0.25,14.61,48,"Colombia","Colombia",NA,0,0,"no",5.84,7.01,75,2.34,0,0,0,0,0.58,1.25,0.58,0,0,0,0,1.17,0,0,0,0.02,0,0,2,1.17,0,0,0.58,100,0.58,100,0,0,0,1.17,0,4.68,37.5,0.58,2.92,0.58,36.23,0.58,1.17,42.66,76.71,14.61,60,7.01,100,12.27,95.24,39.16,77.61,2.92,60,16.16,20.9,0.15,2.34,0,0,0.58,100,0,4.09,42.86,3.51,66.67,0,0,1.75,0.58,4.68,75,0,NA,0,NA,0,0,0,0,NA,NA,0,NA,0.58,0,0,3.51,0,0,"Colombia","MIL","COL_MIL","Mediocampo_Ofensivo",NA,NA,NA
"F. Molina","Unión Magdalena","Unión Magdalena","RCMF",21,0,NA,4,155,1,0.03,0,0.05,11.03,47.37,"Venezuela","Venezuela",NA,0,0,"no",7.55,6.39,45.45,2.32,50,2.9,3.66,0,1.74,2.2,1.16,0,0,0,0,1.16,0.58,1,0.58,0.02,0,0,2,1.16,50,50,0.58,100,0,0,0.58,100,0,0,0,1.16,50,0,0.58,0,11.61,0,1.16,19.74,79.41,9.87,70.59,0,0,9.29,87.5,18,77.42,1.16,100,19.43,22.47,0.03,0.58,0,0,0,0,0,4.06,85.71,1.16,100,0,0,0.58,0.58,5.81,80,0,NA,0,NA,0,0,0,0,NA,NA,0,NA,0,0,0,0,0,0,"Colombia","UMG","COL_UMG","Mediocampo",NA,NA,NA
"C. Paternina","La Equidad","La Equidad","RW",24,50000,NA,6,155,0,0.08,0,0,11.03,36.84,"Colombia","Colombia",NA,166,60,"no",3.48,2.9,60,0,0,0,0,0,1.74,2.37,1.16,0,0,0,0,1.16,0,0,0,0.05,0,0,1,0.58,100,0,1.16,0,0,0,1.16,0,0.58,0.58,100,7.55,30.77,1.16,2.9,1.74,24.39,1.16,1.16,33.68,77.59,9.87,70.59,5.81,80,8.13,71.43,30.19,82.69,2.32,50,16.69,10.94,0,1.16,0,0,0,0,1.16,6.39,81.82,2.32,25,0,0,0.58,0.58,6.39,81.82,0,NA,0,NA,0,0,0,0,NA,NA,0,NA,0,0,0,0.58,0,0,"Colombia","EQU","COL_EQU","Extremos",NA,NA,NA
"J. Pérez","Alianza","Alianza","RCMF",36,50000,NA,2,156,0,0.33,0,0,11.54,45,"Colombia","Colombia","derecho",174,0,"no",4.62,3.46,66.67,2.88,40,0,0,0,2.31,3,0,0,0,0,0,0.58,0,0,0,0.19,0,0,2,1.15,0,0,0,0,0,0,0,0,0,0,0,4.62,37.5,2.31,1.73,0,20.77,1.15,0,35.19,86.89,9.23,81.25,4.62,75,16.73,93.1,34.62,88.33,0.58,0,17.58,16.31,0,1.15,0,0,0.58,100,0,6.35,90.91,0.58,0,0,0,0,0,4.62,87.5,0,NA,0,NA,0,0,0,0,NA,NA,0,NA,0,0,0,0,0,0,"Colombia","ALV","COL_ALV","Mediocampo","MEDIOCAMPO_ALIANZA_J_PÉREZ.png","MEDIOCAMPO_ALIANZA_J_PÉREZ.png","MEDIOCAMPO_ALIANZA_J_PÉREZ.png"
"J. Bolívar","La Equidad","La Equidad","CF",23,3e+05,"2028-06-30",3,160,0,0.13,0,0.04,19.69,20,"Venezuela","Venezuela","derecho",176,74,"si",3.94,0.56,100,10.13,22.22,0,0,0.56,3.38,3.83,0,0,0,0,0,0,0,0,0,0.07,0,0,2,1.13,0,0,1.13,0,0.56,0,0.56,0,0,1.13,0,8.44,13.33,1.69,0,0,13.5,3.94,0.56,19.13,70.59,2.81,60,5.06,77.78,5.06,55.56,18,75,0,0,13.26,0,0.02,0.56,0,0,0,0,0.56,1.13,50,2.81,20,0,0,0.56,0,1.13,100,0,NA,0,NA,0,0,0,0,NA,NA,0,NA,0,0,0,0,0,0,"Colombia","EQU","COL_EQU","Delanteros",NA,NA,NA
"K. Balanta","Fortaleza","Fortaleza","RCMF",21,0,NA,4,162,0,0,0,0.13,16.67,56.67,"Colombia","Colombia",NA,0,0,"no",9.44,6.11,81.82,3.33,33.33,0,0,0.56,4.44,7.74,1.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.44,50,0,0,0,17.78,0.56,2.22,30,88.89,9.44,76.47,0.56,100,12.22,90.91,27.22,89.8,2.78,80,11.27,10.35,0.07,0.56,0,0,0,0,0,5,88.89,0.56,0,0,0,0,0,6.11,63.64,0,NA,0,NA,0,0,0,0,NA,NA,0,NA,0,0,0,0,0,0,"Colombia","FOZ","COL_FOZ","Mediocampo",NA,NA,NA
"C. Cantillo","Junior","Junior","LB",22,150000,NA,3,163,0,0,0,0,17.12,45.16,"Colombia","Colombia","izquierdo",176,73,"no",7.73,7.18,38.46,2.21,50,0.55,0.86,0,4.42,6.86,1.1,0,0,0,0,2.21,0,0,0,0,0,0,0,0,0,0,1.1,0,1.1,0,0,0,0.55,2.76,80,6.07,63.64,0,2.21,0,24.29,0,0,33.68,85.25,11.6,76.19,6.63,100,11.04,90,31.47,91.23,1.1,0,15.19,28.5,0,0,0,0,0,0,0,3.87,71.43,1.66,0,0,0,0,0,4.97,88.89,0,NA,0,NA,0,0,0,0,NA,NA,0,NA,0,0,0,0,0,0,"Colombia","JNR","COL_JNR","Defensas",NA,NA,NA
"D. Borrero","América de Cali","América de Cali","LW",23,3e+06,NA,3,163,1,0.4,0,0.61,11.6,42.86,"Colombia","Colombia","derecho",179,72,"no",3.31,1.66,66.67,1.1,0,0,0,0,2.21,3.53,0,0,0,0,0,5.52,0.55,1,0.55,0.22,0,0,5,2.76,40,20,2.21,50,2.21,50,0,0,0,4.97,66.67,7.73,42.86,3.31,2.21,1.66,44.17,4.97,1.1,51.35,81.72,13.8,68,9.94,100,14.91,70.37,43.07,88.46,6.07,45.45,16.94,32.23,0.34,2.21,0,0.55,0.55,0,0.55,8.83,62.5,2.21,25,1.66,0,1.1,0.55,6.07,81.82,0,NA,0,NA,0,0,0,0,NA,NA,0,NA,0,0,0,1.66,0,0,"Colombia","AME","COL_AME","Extremos",NA,NA,NA
"E. Moreno","Deportivo Pereira","Deportivo Pereira","LCMF",31,4e+05,NA,4,163,0,0.21,1,0.49,19.33,40,"Colombia","Colombia","izquierdo",176,68,"no",9.94,11.04,45,2.76,40,0.55,0.7,0.55,4.42,5.58,4.42,2,1.1,0,0,1.66,0,0,0,0.12,0,0,1,0.55,0,0,0,0,0,0,0,0,0,2.21,50,4.42,37.5,1.1,0,0,29.82,0,0.55,36.99,89.55,11.04,80,4.42,100,14.91,92.59,33.13,91.67,3.87,71.43,19.07,23.61,0.27,1.1,0,0.55,0.55,100,0.55,7.18,69.23,1.1,50,1.1,50,0.55,0,6.63,83.33,0,NA,0,NA,0,0,0,0,NA,NA,0.55,NA,0,0,0,0,0,0,"Colombia","PER","COL_PER","Mediocampo",NA,NA,NA
"C. Cortes","Llaneros","Llaneros","CF",23,4e+05,NA,3,169,0,0.04,0,0,19.7,37.84,"Colombia","Colombia","derecho",186,0,"no",2.66,3.2,33.33,6.92,46.15,0,0,0,1.6,1.67,0,0,0,0,0,0,0,0,0,0.02,0,0,1,0.53,0,0,0,0,0,0,0,0,0,1.07,0,9.59,33.33,1.07,0,0,12.25,2.13,2.13,15.44,93.1,1.6,100,6.39,100,5.33,100,14.38,92.59,1.07,100,18.23,21.3,0,0.53,0,0,0,0,0,0.53,100,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,NA,NA,1.07,NA,0,0,0,0,0,0,"Colombia","LNR","COL_LNR","Delanteros",NA,NA,NA
"K. Tamayo","Once Caldas","Once Caldas","LB",25,0,"2026-06-30",2,178,0,0.31,0,0.07,11.12,72.73,"Colombia","Colombia","izquierdo",0,0,"si",4.55,3.54,57.14,3.03,66.67,0.51,0.88,0.51,2.02,3.53,0.51,1,0.51,0,0,5.06,0,0,0,0.16,0,0,3,1.52,66.67,0,4.55,33.33,4.55,33.33,0,0,0.51,2.53,100,2.53,100,1.52,2.53,0,38.93,3.03,0.51,51.07,78.22,20.22,75,6.07,83.33,14.66,68.97,45.51,83.33,1.01,50,16.17,19.01,0.04,0.51,0,0,0,0,0,5.56,81.82,4.55,33.33,0,0,0.51,1.52,9.1,66.67,0,NA,0,NA,0,0,0,0,NA,NA,0,NA,0,0,0,0,0,0,"Colombia","ONC","COL_ONC","Defensas",NA,NA,NA
"A. Plata","Águilas Doradas","Águilas Doradas","CF",34,3e+05,NA,7,182,0,0.35,0,0.26,21.76,31.82,"Colombia","Colombia","derecho",172,65,"no",5.44,9.89,40,2.97,16.67,0,0,0,1.48,2.25,3.46,2,0.99,0,0,2.47,0,0,0,0.17,0,0,2,0.99,50,0,0.99,50,0,0,0.99,50,0,1.48,100,7.91,31.25,1.98,1.48,0,10.38,0.99,0.99,15.33,64.52,2.97,50,2.47,80,7.42,73.33,13.85,64.29,0.49,100,15.25,7.29,0.13,0.49,0,0,0,0,0,0.99,100,1.98,75,0,0,0.99,0.49,1.98,75,0,NA,0,NA,0,0,0,0,NA,NA,0,NA,0,0,0,0.49,0,0,"Colombia","AGD","COL_AGD","Delanteros",NA,NA,NA
"C. De Las Salas","Atlético Bucaramanga","Atlético Bucaramanga","LB",27,350000,NA,2,186,0,0,0,0,15,58.06,"Colombia","Colombia","izquierdo",173,72,"no",5.81,5.32,72.73,2.42,100,0.97,1.67,0,0.97,1.67,1.45,1,0.48,0,0,0.97,0,0,0,0,0,0,0,0,0,0,0.48,0,0.48,0,0,0,0,0.97,100,2.9,50,0.97,0,0,10.16,1.45,0.97,17.9,72.97,7.26,73.33,5.81,91.67,2.42,40,15,83.87,2.42,20,17.19,30.41,0,0,0,0,0,0,0,1.45,33.33,0,0,0,0,0,0,2.9,16.67,0,NA,0,NA,0,0,0,0,NA,NA,0,NA,0,0,0,0,0,0,"Colombia","BUC","COL_BUC","Defensas",NA,NA,NA
"K. Díaz Reguerto","Unión Magdalena","Unión Magdalena","CF",21,0,NA,8,187,0,0.55,1,0.05,17.81,29.73,"Colombia","Colombia",NA,0,0,"no",2.89,3.85,50,3.85,12.5,0.48,0.86,0.48,0.48,0.86,1.93,1,0.48,0,0,0.48,0,0,0,0.27,0,0,4,1.93,25,0,0.48,0,0,0,0.48,0,0,1.44,0,5.78,25,3.37,0,0,8.66,1.93,0.96,11.55,79.17,2.41,20,3.85,87.5,4.33,100,10.59,86.36,0.48,0,16.97,7.71,0.02,1.44,0,0,0,0,0.96,1.44,66.67,0.48,100,0,0,0.48,0,1.44,33.33,0,NA,0,NA,0,0,0,0,NA,NA,0,NA,0,0,0,0,0,0,"Colombia","UMG","COL_UMG","Delanteros",NA,NA,NA
"E. Bodencer","Llaneros","Llaneros","CF",25,2e+05,"2025-12-31",4,188,0,1.3,0,0,31.6,30.3,"Argentina","Argentina","derecho",183,80,"no",3.83,7.18,46.67,5.27,27.27,0.48,0.65,0,0,0,3.35,1,0.48,0,0,0.96,0,0,0,0.62,0,0,7,3.35,14.29,0,0,0,0,0,0,0,0,1.91,25,12.93,25.93,2.39,0.96,0,9.57,2.87,1.91,13.88,72.41,0.96,0,6.22,92.31,2.87,66.67,13.88,72.41,0,0,13.89,0,0,0,0,0,0,0,0,0.48,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,NA,NA,0,NA,0,0,0,0,0,0,"Colombia","LNR","COL_LNR","Delanteros",NA,NA,NA
"A. Artunduaga","Atlético Bucaramanga","Atlético Bucaramanga","LB",27,250000,"2025-06-30",3,192,0,0,0,0,19.5,65.38,"Colombia","Colombia","izquierdo",175,72,"no",11.25,6.75,77.78,3,50,1.5,2.07,0,4.5,6.21,1.5,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0.75,0,0.75,0,0,0,0.75,1.5,100,6.75,77.78,0,0.75,0,12.75,1.5,1.5,22.5,70,9.75,53.85,3.75,100,3.75,40,20.25,74.07,1.5,50,17.03,16.87,0,0,0,0,0,0,0,3.75,40,1.5,0,0,0,0,0,3.75,80,0,NA,0,NA,0,0,0,0,NA,NA,0.75,NA,0,0,0,0,0,0,"Colombia","BUC","COL_BUC","Defensas",NA,NA,NA
"L. Angulo","Envigado","Envigado","LCMF",23,250000,NA,4,192,0,0.05,0,0,19.22,60.98,"Colombia","Colombia",NA,0,0,"no",11.72,7.97,64.71,2.81,66.67,0.47,0.67,0,6.09,8.67,3.28,1,0.47,0,0,0.94,0,0,0,0.03,0,0,1,0.47,0,0,0,0,0,0,0,0,0,1.41,66.67,5.63,58.33,0,0,0.47,8.44,0,3.28,16.88,77.78,6.56,71.43,2.81,66.67,4.69,80,14.53,83.87,2.34,40,17.7,32.91,0,0,0,0,0,0,0,1.41,33.33,0.47,100,0,0,0.47,0,3.75,50,0,NA,0,NA,0,0,0,0,NA,NA,0,NA,0,0,0,0,0,0,"Colombia","ENV","COL_ENV","Mediocampo",NA,NA,NA
"M. Gonzalez","Tolima","Tolima","LAMF",20,0,NA,5,196,0,0.51,0,0.03,25.71,48.21,"Colombia","Colombia","unknown",0,0,"si",7.35,6.43,57.14,4.13,33.33,0.92,1.62,0.46,2.76,4.86,2.3,0,0,0,0,6.89,0,0,0,0.23,0,0,11,5.05,36.36,0,1.84,0,1.38,0,0.46,0,0.46,6.43,78.57,10.1,63.64,6.89,5.05,0.46,24.34,2.76,1.84,28.93,76.19,7.35,50,6.89,100,5.97,69.23,24.8,83.33,2.3,60,20.35,21.03,0.01,0.46,0.46,0,0.46,0,0,2.76,66.67,2.3,0,0.46,0,0.46,0,2.3,100,0,NA,0,NA,0,0,0,0,NA,NA,0,NA,0,0,0,0.46,0,0,"Colombia","TOL","COL_TOL","Mediocampo_Ofensivo",NA,NA,NA
"Y. Gómez","La Equidad","La Equidad","GK",25,350000,NA,2,197,0,0,0,0,0,0,"Colombia","Colombia","derecho",189,97,"si",1.83,0,0,0,0,0,0,0,1.83,2.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.28,0,0,10.96,83.33,6.4,78.57,0,0,3.2,100,9.14,95,1.83,25,32.85,59.59,0,0,0,0,0,0,0,1.83,25,0,0,0,0,0,0,0.91,50,2,0.91,7,3.2,0,71.43,2.69,1.23,0.69,0.315,0,1.83,NA,NA,NA,0,0,0,"Colombia","EQU","COL_EQU","Arqueros",NA,NA,NA
